MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_11,MFCC_var_0,MFCC_var_1,MFCC_var_2,MFCC_var_3,MFCC_var_4,MFCC_var_5,MFCC_var_6,MFCC_var_7,MFCC_var_8,MFCC_var_9,MFCC_var_11
-475.49058760269617,136.30175840818458,25.843462701627768,25.519223358497484,11.947369472285045,2.6798037965814783,0.5139476642934201,6.508291465516423,4.8810785547055096,5.482290757525276,-3.8350303998726987,4647.1374707202585,1805.5059959469306,283.3239430712516,170.59737229676236,150.23942585593392,94.43783298835,63.33972742856603,148.2479106689736,319.61587264509967,253.79736780168926,335.7667278390009
-560.057458059468,106.28326134361127,12.995397353028602,36.55056186527374,4.537054370188193,21.857871305674358,-0.4311017342084389,17.770056577403523,4.008179787039199,3.0768444129053236,0.3128440554719923,9837.335444020937,2718.877973643196,216.42366120288034,211.08874460184268,142.42529179482028,203.95145663329623,251.25975993554317,53.5708765149257,79.43928236048154,106.03935461570214,93.1408096528267
-526.1797303197225,98.0484877312056,48.72734926897814,30.73286976463501,21.16346237257176,17.26705589226219,15.546445921028495,10.550047154817207,2.5228983149471853,-1.081319225759239,-8.291994914004084,4792.9392671345595,2280.5553266942425,235.40295943974442,95.97943626975815,147.35821072879455,166.34178581531245,63.15698898125598,56.354210818195426,121.0789792923753,75.2164496505038,89.2414197794777
-405.5662669949613,143.86948656114555,-10.234254437292801,57.54662669693936,-15.833701659573595,4.52551942590801,-6.527043053420408,5.424980877847529,-22.327067469160653,-10.948477200088394,-8.918430667998111,2584.694655526461,1063.5659888342443,177.98660519972907,114.55246023263844,114.23020853956233,74.24672980835719,58.85494845995391,90.33911436570726,49.89291901697774,151.5681694305154,35.45889095623236
-478.2792505747137,164.98179900621864,15.055693403749194,28.959492486304466,-4.811792344305453,18.671272070093263,2.0780627512943552,4.673837416109775,4.6232728912849685,3.14803511693564,0.5513675948346285,14313.339010622072,2758.7622427281403,278.02794308989616,172.85644385345162,352.1328267136534,94.59459684422922,255.7201370888295,130.30587492758022,102.3835185687115,96.80388451960242,75.28423344746284
-517.3960746472509,112.93279826593908,44.13469316103904,33.96099456634792,21.151392933688136,6.298014431029994,-6.080363372745082,-3.624118779710283,-4.5464927652694955,-4.5375408687384535,5.898114432570615,5917.993912445967,1392.0450280898074,671.2211817559329,108.52447324505705,134.62000611596343,186.76329139360482,169.70366526866542,102.58203104867886,166.21360512822233,142.4430838493973,144.4173645072455
-475.4146382962955,125.57755619599965,14.530441987319856,34.092072936634175,1.3897143196956798,6.377014970869478,18.68641881645688,27.490901770373753,20.993758576544074,23.221428514290103,-4.082920308345033,8178.364851667911,958.5399458209167,1405.0058690670614,237.4502700872572,532.5442212296254,207.64636010184387,293.43197082566985,117.9295302350538,188.908763512534,148.34095150973502,84.79987740591923
-366.65326114796125,147.161077679494,13.757047913555914,44.468053640947936,-0.2998473720089226,-7.5734136612030625,0.9707390342958656,2.288102790778388,-6.976033204959968,-0.15673874626034534,4.804513319196071,10069.929403970618,1343.1682358935902,525.0856483727907,194.46571285942193,222.5518132379764,277.8744092266003,185.09496900411511,63.16342399647802,157.83632563561278,83.60984679631561,137.20157343291837
-373.9352132590016,144.94812571178926,-9.43278286189086,65.52641536563574,-21.12238824743568,-1.0046209679417422,-9.586685666920136,10.121328598676168,-3.960417889696172,10.13047303454341,-8.969695080518425,8119.5524552522875,1120.273763993197,156.18959866469103,445.8947651519777,265.4579311346756,378.64883490401184,308.2868801231078,210.57020983712388,388.927766226617,320.39522947157866,341.33444974473764
-389.45202319607625,180.95522508330646,10.010828096696283,12.768564822209745,17.625338858124994,5.526024752466825,-9.360156670987237,-12.845447813801426,-3.9504320418087646,10.252069664514874,-2.7843828063820952,1190.241188248399,951.95399767662,188.0625099430394,189.32906905868404,90.24526211103655,123.56583988814316,129.08880363960213,187.13268664486733,55.83221491191817,73.86065493300606,95.19922294670505
