MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_11
-475.49058760269617,136.30175840818458,25.843462701627768,25.519223358497484,11.947369472285045,2.6798037965814783,0.5139476642934201,6.508291465516423,4.8810785547055096,5.482290757525276,-3.8350303998726987
-560.057458059468,106.28326134361127,12.995397353028602,36.55056186527374,4.537054370188193,21.857871305674358,-0.4311017342084389,17.770056577403523,4.008179787039199,3.0768444129053236,0.3128440554719923
-526.1797303197225,98.0484877312056,48.72734926897814,30.73286976463501,21.16346237257176,17.26705589226219,15.546445921028495,10.550047154817207,2.5228983149471853,-1.081319225759239,-8.291994914004084
-405.5662669949613,143.86948656114555,-10.234254437292801,57.54662669693936,-15.833701659573595,4.52551942590801,-6.527043053420408,5.424980877847529,-22.327067469160653,-10.948477200088394,-8.918430667998111
-478.2792505747137,164.98179900621864,15.055693403749194,28.959492486304466,-4.811792344305453,18.671272070093263,2.0780627512943552,4.673837416109775,4.6232728912849685,3.14803511693564,0.5513675948346285
-517.3960746472509,112.93279826593908,44.13469316103904,33.96099456634792,21.151392933688136,6.298014431029994,-6.080363372745082,-3.624118779710283,-4.5464927652694955,-4.5375408687384535,5.898114432570615
-475.4146382962955,125.57755619599965,14.530441987319856,34.092072936634175,1.3897143196956798,6.377014970869478,18.68641881645688,27.490901770373753,20.993758576544074,23.221428514290103,-4.082920308345033
-366.65326114796125,147.161077679494,13.757047913555914,44.468053640947936,-0.2998473720089226,-7.5734136612030625,0.9707390342958656,2.288102790778388,-6.976033204959968,-0.15673874626034534,4.804513319196071
-373.9352132590016,144.94812571178926,-9.43278286189086,65.52641536563574,-21.12238824743568,-1.0046209679417422,-9.586685666920136,10.121328598676168,-3.960417889696172,10.13047303454341,-8.969695080518425
-389.45202319607625,180.95522508330646,10.010828096696283,12.768564822209745,17.625338858124994,5.526024752466825,-9.360156670987237,-12.845447813801426,-3.9504320418087646,10.252069664514874,-2.7843828063820952
-394.98048902999926,125.37545294864893,-0.061364433970205724,48.63563852179404,-17.744715917545427,21.515645790283564,15.618969249558127,39.984190539141736,3.7658422236582383,7.339139527190801,-1.059110014499732
-406.4999829771062,130.77442084590598,30.63840732599627,48.3098290142167,5.512230901642047,17.513258183374006,0.6109614827340929,5.414753509054528,-7.998794130507754,2.2593880647719384,-11.100875575362043
-448.3543316288833,153.35818462128597,29.23818290107384,17.71080391865063,25.12158206938376,9.989153555003943,2.541862974345955,0.8393839783902649,-3.3228925871106427,-0.9875149431989918,-17.746766280303504
-497.04051912700544,124.18636562703657,10.163339329402042,24.118777245790163,7.731902278737391,-5.29281690423166,-4.6730545767789975,7.825126272186173,15.731456428958914,22.83463159170027,7.698513947877731
-389.5626320917472,166.42431760542524,28.62500716257945,33.32732639209079,1.5719999095662758,-9.455053041839092,1.4525610181895277,-9.36611128922734,-12.530333917231298,-5.146675494758383,-10.871779117786948
-361.6583372221092,153.14338766998335,20.354797898236654,37.658646261128304,-2.3152625918208627,-10.88008338659844,-2.613693498100297,-1.0681411387978654,-3.0666583944813994,-2.6515423835042893,-7.191081223458622
-336.38179861074565,168.92868176142574,5.9245769360439855,32.491413727546956,-3.946551449002268,-9.457447517794117,-8.728646629293456,-10.854577020027184,-4.748657440280632,4.313735926171246,-2.180104778642261
-438.3265371859668,133.50818629534095,52.821033421232656,25.3647963334964,18.861831497649256,11.065741246543476,1.679909639080578,-5.109766669275525,-9.791584125352928,-12.646221959539886,-10.690477340229675
-431.5580414252926,155.25453156480512,35.091513546023805,14.854160595249796,17.814986862372088,2.783982126277872,-0.8465232452590957,-3.667646929729865,-14.270633459074052,-8.449836522714204,-6.053381095605027
-430.564818220264,147.4109854340355,35.55333500340496,48.412759309330404,-4.653052026489746,1.9709732688316672,6.989509984991436,0.7390104321485002,-20.519671614013298,-2.239110141936672,-12.138161408363915
-395.93846424769,125.19972731689155,0.9073511864258876,61.4005960350821,-18.228651737505047,14.641732422904614,-7.755843158017624,19.65375747446459,5.687283960942124,24.408661031185197,5.313000756945894
-568.2875128548927,88.93130076548736,28.41370332266117,21.61917350414986,2.5891970867681,7.882177811760883,8.746978411387007,16.10049016306098,9.577923685663508,8.078907219342113,1.842698192639208
-381.67289277869986,201.83703332424759,36.169402517506214,34.68132918616719,-15.558992962593631,-10.444496527541004,-0.956913888911948,-13.066881480009492,-33.66212313823969,-6.538187606186937,-6.740651404897603
-388.1128567530349,176.61338653475283,21.834336949927398,51.18454590164543,3.224586009684149,-10.303808221269698,-11.676504804456457,-7.669909120799155,-18.652472842146945,-3.6029689133024663,-22.234629023299046
-371.24903768745367,187.43356902444282,58.527308988936504,23.21168028245239,-2.584048418233614,-15.750529342160306,-10.84065818497252,-18.7477853656318,-20.544556902865494,-4.8676328654644925,-5.781963432195284
-448.27571648276,150.05186642046624,31.243201451870192,40.342643379869926,11.826955535493386,-7.742120514009645,1.194698718508062,-7.916425362747187,-20.89189738264007,-12.589075895647431,-6.0723420866957465
-398.35732011717323,177.49813774344753,27.315761161271304,65.89995277636103,-10.411076471166844,-15.378152229587448,-11.27769927911091,-1.6358786678206474,-18.255644069337606,-11.575272848224365,-22.946559436575303
-329.86989736229424,184.95696050021007,1.4339789660133466,52.90370753398747,-6.676285481747729,0.1773770884522143,-13.420162628097017,-0.08357704931190052,-22.49013731866053,-0.18095840022894294,-7.730927752940619
-516.9743694265488,130.0258599710965,24.072779726929827,16.12543935820533,17.37855411109272,13.52062250258134,9.366372266187037,15.124065549367087,10.423740302344433,4.8448349012543375,-2.180437736782764
-340.8240183776667,145.60921255892063,-22.80835200047305,65.01083955634921,-26.344147435694413,33.492013247577574,-6.866361812396907,12.686554812345786,-13.161557421722806,15.779640910947574,-6.362174937045699
-378.24419862886316,163.8677319011349,-18.25939149968981,63.334954969766024,-11.977701777639973,-0.8230318817930831,-1.4608318960475848,4.81273679041687,-21.735376631234573,0.06302326224295034,-14.652502493119604
-391.91375894930513,181.9788030432217,37.94681894935864,26.514891833726768,1.5425365793691523,-10.682495146693784,-2.848545066835326,-0.9570886925580998,-17.68531252616809,-16.155991613478815,-6.553258196257915
-389.2793513464589,146.8205999945707,3.2030931044117685,60.05188767100005,4.373490365613269,11.574030395985064,-2.2203596073463783,19.056988308276857,-8.978716574197659,-14.498294307246535,-29.88647287762789
-499.0036736827551,107.82253226491028,40.81163951550109,29.09763329477849,25.150343888991948,15.991085632226893,1.8371814422809616,-7.417568624988903,-8.514747214945821,-5.993885289335201,-4.291723783720783
-334.69371527158137,142.86538437801843,-22.878851232122425,62.44914555738967,-21.008483473077035,32.69567173166628,-10.89493067436727,18.902064963320814,-9.049946950129844,11.046961365108631,-16.49997791979801
-328.09742602806585,194.34067531299928,31.523666936964283,35.38471698250787,-14.210226541280065,-24.66961362078158,-14.198090141804206,7.161254039091048,7.569451110093317,6.686827678199973,-2.858602221232555
-416.95108514951613,125.88254390146128,15.330616810828364,57.146747018456004,10.993359373500756,14.637247743865252,0.9160700761355046,1.4822409894322042,-10.37046762945264,-10.061181220284004,-13.821189550107775
-384.7600388697657,177.53289267570244,10.809636075535606,35.64604824196193,-3.5998391658769204,-4.061491153269582,-16.71326998693556,19.436583600009545,-12.030993102497515,-7.791384731454087,-14.178908383029231
-377.496414572732,179.44388660957986,4.053590218145291,21.145401034096416,6.2897144909055696,-5.261195722399611,-12.180802291902234,5.69753746917187,11.070099414426956,9.362655151900173,12.966424447191226
-381.5545692323285,161.3693654616424,12.700964401829312,57.52154739736711,-2.2577710311554933,2.671966674836828,-9.949820649929153,-2.4715149498615,-22.3183785587357,-8.442791154716407,-10.22522745845921
-427.8796484199714,143.66111440425502,54.54207460468873,26.368838870425957,16.02407454635512,9.970865709378314,2.1649686556736847,-2.1675636514438064,-4.345261560846613,-5.862161256551736,-6.813571947812163
-378.00877980318427,141.0468100051844,-15.950911965863476,44.485282229667625,-24.388933560480908,13.151237358042106,-17.947291018005537,4.260441330389728,-15.436488759485862,6.672272865931546,-0.8247144404430632
-334.9184345390805,164.02043725631538,14.005438277163465,38.582639696130634,-3.900547565644701,-7.829974171239452,-8.000437057338015,-7.574956355848688,-5.23827888194046,-8.456922317531125,-3.1582817723092567
-428.8675337192015,109.74797975452229,18.70803763757957,50.4750873711588,-0.6549728837411831,11.782811730141908,-7.460212059562184,7.532691335999572,-8.517563943002633,1.3363857329396742,-5.624027689680946
-456.5462153105625,117.98494469476566,12.010347635572995,49.932514866715785,-3.250076423971642,14.873576287299096,-2.1850079402823974,11.849853607708516,-4.70714764856399,5.139293401292979,2.233362711758003
-427.2893604225956,126.54572831843087,-38.33644241264932,57.7482703277135,-19.95248365390782,20.43949738075563,-2.4567705165177767,10.752031726513064,-6.014411859860316,13.1691181675098,4.948858810490549
-405.4119020508595,186.8191149504393,10.113855040377166,19.244776197859984,1.8683133095827973,-2.8119101291664967,-0.8753539472019112,11.510354934186616,4.277828269558287,5.1724807939070185,6.3658165438470125
-445.6537273243417,167.41698420373694,27.398598118477697,13.298146064338127,-4.93419475628166,7.6054435509227565,15.108294583988867,13.17495133767077,-2.6094288787444686,-5.9913056960595945,-7.7134084972738775
-442.7679485520554,136.6778884900647,1.871869747864489,26.31375164580256,6.693346145844389,-6.581731371725421,-7.920261627061737,9.917159303220249,16.388905666991157,21.997344315023398,3.6083985573748985
-433.2415359367022,182.06401112141688,40.4716619148624,16.47429699571417,11.038248916661976,-4.548522216837363,-1.6745183579765974,-11.164776659037646,-26.255254803653035,-16.044832377078396,-8.674774106442857
-583.5898253928355,87.78847925121039,24.908628808902346,45.06347004690526,14.243705465402732,29.49691239807735,14.733861150539726,25.958930830253202,17.016477916118212,12.53901543466651,3.5712729574121425
-392.6416625540702,127.19646719172421,2.5650076993345987,58.927188372413404,-21.66913833339169,8.019798277626919,-7.683292754890344,19.374839933582834,10.815259200506699,23.96993096844728,11.210471140908586
-336.89846201583384,175.09818289596228,-5.262818234090411,55.181735370151884,-9.158805879491991,-0.3018801414990772,-6.612731527651745,5.181579826207534,-17.487515149289223,3.912613587465296,-13.058936988547124
-507.4554859869946,125.86477158131012,13.865957777123267,26.232183618948174,9.942346335484741,3.206672079045233,3.8167256559648055,9.06253210928877,1.0650863666756902,7.048931047518317,18.814049187864487
-428.4821752886709,187.84206314873185,32.62698948183929,22.07601154641692,10.679125508945447,-7.53887618397644,-8.939949829540229,-0.7096663252477976,-11.863634805062457,-21.27744533637201,-13.956299244736886
-362.40486736991147,161.68877288855612,18.347343336821858,44.262910823733456,-8.613978181571426,-14.475948534542232,-3.781125489432575,-12.497897040580305,-12.32696242943258,-5.768861838889308,-2.9639849266538696
-440.778312760274,134.45777931240687,-2.9009928595690417,35.129434027875604,-0.9339896277591636,-10.891000712404043,8.341925056013839,26.42618228344238,15.252260667278085,30.628467647874732,5.603231313030819
-390.7037402796799,179.84162451184272,3.036025901761389,20.370603812194506,-1.107721997832094,-6.47055172006392,-8.63151189156128,7.409464817341484,10.822319219848136,7.043316802630859,12.342709734798104
-331.1433218383465,162.79396349296368,15.89258435329516,40.93706019804567,-20.297800895691037,-2.6122005697015718,-7.384601437596692,-4.551304937892207,-26.26869846546964,-7.4180479992205655,-3.57373754237652
-386.91507000580134,129.51949804892342,-4.509195391571108,48.384864128859064,-25.41056732246208,22.59693990869493,-7.68912466603816,12.202401954968671,-8.767879141576495,2.193028704395568,-18.281736914227224
-383.9628567882952,172.25735177125716,10.3613552944261,22.82228592516162,-2.317649064503497,-7.275158281311433,-0.12878674812947702,22.59151212163175,11.755519284187677,8.206257517025808,-5.228412405069307
-423.74593820752784,148.0783453161692,26.69025858995557,58.73717289998024,-3.492907339970845,-6.293936180450142,-2.9904941948181163,-9.118227668950311,-14.798952384539232,-6.448530470895611,-6.680253633041159
-331.1845027968099,164.11587013147258,-29.45371804681738,44.0310489718169,-26.659492635806703,-4.506063140433657,-16.183648930000995,7.2626895975414465,-28.59611533485629,-3.064980355857593,-3.9773891777228463
-373.4746898060026,169.61121675632427,25.489662339789728,34.86494704189341,3.8474596433971935,-7.697809385046179,-1.0231545448709485,-9.230041333604788,-12.654945534990215,-7.5353329590975555,-10.046154573093917
-381.23238152961784,168.0639379511037,-26.53859126960364,47.907711366750505,-16.337484173496794,16.46019592977672,-3.6031534830529517,-5.247170989913488,-16.39458233184626,9.182286707230952,8.373298476830618
-361.59993571583465,190.1164942541462,66.73863540545715,24.669146850311318,6.2554216110581375,-4.2319847918652185,-4.714632380842046,-13.199394902055385,-21.46113246299263,-13.594968739733966,-17.120103527025076
-437.9266737096871,110.34870534227659,17.8170332042019,47.98829324597536,-1.8738327333708256,12.354499915492404,-10.498747654971446,4.634008091262972,-0.26471747553068203,12.475094435465259,-3.0395434327966813
-504.9476884825552,136.87527813964869,22.12599328864933,25.752003998201836,12.0425538938291,1.5166652637393978,-0.8426641356820009,5.608912774389495,5.2017293150812565,7.359023171973188,7.795520423067241
-440.83567833474433,180.79370379225915,29.98009444752043,18.75035927570168,18.287740651816687,-1.4928315118701891,-3.8787839113427216,9.143893844884042,-0.2695919550081466,-11.958211170283219,-16.345528632031993
-416.1887325982011,165.35835730031255,12.823567850833866,39.21077750320227,10.406368632460412,-10.231566645998608,3.049728299816683,-4.702523495415054,-13.254876152911091,-11.770414724812833,-6.3439603308476995
-372.40966913128057,162.5758325689508,-13.378978966863524,66.77547301403612,-11.885784539982767,1.1268941882530232,-6.234608342828372,3.928074135705967,-24.322164331935163,-8.200880353888676,-12.217452054622196
-376.9140427307808,141.6012308034351,-16.348548099804642,67.79729904424592,-20.8857790935911,3.2102748721381063,-14.388957216292436,2.3215025109228877,-27.050865084889818,-9.756566508224354,-11.43204839514849
-434.8652573047075,141.71621823032157,13.045564948325335,30.49535954156169,9.598112479152727,-1.3747707154753193,-3.8955416087090153,7.51077651434494,4.165211025302515,7.355326315610132,0.9530193556366864
-404.19504274176063,197.73858958184212,39.684986972376684,52.36448766206415,8.858300820064168,-5.981110298243622,-11.976015611828801,-12.262789027427967,-29.607339158253346,-18.06702257726712,-6.0272926742502095
-462.58379609448167,139.37751781607486,7.478647886662648,26.383167224919386,6.261244782067371,4.338269325438082,1.3636004471412264,10.484805014063165,1.6277175923676064,9.98156062159042,2.3940245866856302
-445.67434152004313,109.13406474819469,24.105057251498287,47.18454610013107,-21.29153824337168,-1.9201097859519256,-24.49638973974865,13.40806563531636,11.569407387416296,23.67891193959805,3.914033149277464
-468.571527963687,165.89751908700174,10.28598502524625,32.43701462503489,-11.023906897567358,15.933510635732324,-16.318068382775177,6.444387896358792,4.520421838993093,0.7268585697652918,-1.137531514123667
-397.4971705636545,143.26797515301868,20.950124493481113,49.56878500647551,2.505373007778462,20.64402917219206,-6.601348756731964,1.6848321294611217,-24.52260005270518,-16.084246788831912,-13.189785805266535
-343.9954837711735,130.50100897362043,-28.34459222714655,41.141698459578436,-29.90930611548311,17.467943945627947,-17.992563453312407,7.231006234893551,-12.980767714098024,14.488194702349224,-4.289650391787185
